"35","KFIOV","16","10.0","2025-03-08T15:19:44.960473+03:00[Europe/Moscow]","33.51737624703958","41","2","","TELLUROCRACY","NIGHTMARE","79"
"36","Mqrug","10","4.0","2025-03-08T15:19:44.961167+03:00[Europe/Moscow]","70.26154393270988","82","58","","ARISTOCRACY","NIGHTMARE","77"
"37","YFTlv","15","2.0","2025-03-08T15:19:44.961550+03:00[Europe/Moscow]","66.25475992461182","83","96","","ARISTOCRACY","VERY_HIGH","39"
"38","CfryB","0","15.0","2025-03-08T15:19:44.961946+03:00[Europe/Moscow]","96.30720203313375","78","71","","ARISTOCRACY","VERY_HIGH","24"
"39","FcCsP","8","17.0","2025-03-08T15:19:44.962490+03:00[Europe/Moscow]","63.101362504303395","66","32","","TELLUROCRACY","NIGHTMARE","77"
"40","WMouf","15","2.0","2025-03-08T15:19:44.963210+03:00[Europe/Moscow]","32.89169938400913","26","81","","STRATOCRACY","VERY_HIGH","53"
"41","irBSW","10","2.0","2025-03-08T15:19:44.963591+03:00[Europe/Moscow]","40.41941974048978","51","89","","STRATOCRACY","NIGHTMARE","92"
"42","nYfwW","1","0.0","2025-03-08T15:19:44.963927+03:00[Europe/Moscow]","29.123947227969616","31","29","","ARISTOCRACY","NIGHTMARE","55"
"43","kJfrI","14","9.0","2025-03-08T15:19:44.964267+03:00[Europe/Moscow]","89.94226474330902","32","74","","ARISTOCRACY","HIGH","11"
"44","XsrLt","7","5.0","2025-03-08T15:19:44.964597+03:00[Europe/Moscow]","39.31764016969558","54","6","","TELLUROCRACY","HIGH","22"
"45","fpVnL","14","0.0","2025-03-08T15:19:44.964947+03:00[Europe/Moscow]","55.291326398091236","34","78","","TELLUROCRACY","VERY_HIGH","98"
"46","zfsxl","12","17.0","2025-03-08T15:19:44.965270+03:00[Europe/Moscow]","88.96275824276427","1","53","","ARISTOCRACY","HIGH","2"
"47","wmxxi","2","16.0","2025-03-08T15:19:44.965602+03:00[Europe/Moscow]","29.85134767790315","27","5","","STRATOCRACY","HIGH","78"
"48","qFGWF","13","5.0","2025-03-08T15:19:44.965938+03:00[Europe/Moscow]","18.889708017391204","9","13","","ARISTOCRACY","NIGHTMARE","7"
"49","aLQkx","17","4.0","2025-03-08T15:19:44.966276+03:00[Europe/Moscow]","36.47436912778412","27","51","","STRATOCRACY","VERY_HIGH","51"
"50","EeteO","9","4.0","2025-03-08T15:19:44.966639+03:00[Europe/Moscow]","8.18453484658599","89","23","","STRATOCRACY","HIGH","71"
"51","NGlYm","14","9.0","2025-03-08T15:19:44.966980+03:00[Europe/Moscow]","53.87763643782858","18","34","","TELLUROCRACY","VERY_HIGH","76"
"52","DniQW","4","4.0","2025-03-08T15:19:44.967331+03:00[Europe/Moscow]","91.74572951866689","3","71","","STRATOCRACY","VERY_HIGH","73"
"53","DbQHb","7","13.0","2025-03-08T15:19:44.967689+03:00[Europe/Moscow]","5.87002300638021","30","68","","ARISTOCRACY","VERY_HIGH","28"
"54","LXfdG","11","5.0","2025-03-08T15:19:44.968059+03:00[Europe/Moscow]","0.5801597026376726","30","34","","ARISTOCRACY","NIGHTMARE","49"
"55","Ygkxu","2","1.0","2025-03-08T15:19:44.968425+03:00[Europe/Moscow]","27.686185723623446","94","77","","TELLUROCRACY","VERY_HIGH","43"
"56","WADRS","7","4.0","2025-03-08T15:19:44.968795+03:00[Europe/Moscow]","62.01769437856795","17","31","","ARISTOCRACY","HIGH","49"
"57","pRPIV","3","0.0","2025-03-08T15:19:44.969162+03:00[Europe/Moscow]","68.727131291455","34","10","","TELLUROCRACY","NIGHTMARE","56"
"58","SRsAx","10","8.0","2025-03-08T15:19:44.969546+03:00[Europe/Moscow]","2.9811102541189904","82","2","","TELLUROCRACY","NIGHTMARE","50"
"59","gNSwa","0","15.0","2025-03-08T15:19:44.969925+03:00[Europe/Moscow]","82.9004518103354","99","42","","TELLUROCRACY","HIGH","98"
"60","GkTei","9","5.0","2025-03-08T15:19:44.970295+03:00[Europe/Moscow]","2.2799147039723633","49","69","","STRATOCRACY","VERY_HIGH","33"
"61","rHhDG","15","0.0","2025-03-08T15:19:44.970644+03:00[Europe/Moscow]","96.52297157067281","4","86","","ARISTOCRACY","HIGH","29"
"62","KGjvw","7","4.0","2025-03-08T15:19:44.971007+03:00[Europe/Moscow]","37.60373489685166","77","62","","TELLUROCRACY","NIGHTMARE","17"
"63","RTZeT","17","0.0","2025-03-08T15:19:44.971353+03:00[Europe/Moscow]","29.393146561898398","78","75","","STRATOCRACY","VERY_HIGH","7"
"64","uBvOt","17","9.0","2025-03-08T15:19:44.971704+03:00[Europe/Moscow]","69.4729894514653","59","55","","TELLUROCRACY","VERY_HIGH","75"
"65","fQNSB","12","3.0","2025-03-08T15:19:44.972052+03:00[Europe/Moscow]","77.15999401492579","47","93","","TELLUROCRACY","HIGH","56"
"66","aweoj","16","8.0","2025-03-08T15:19:44.972391+03:00[Europe/Moscow]","97.86152519619645","10","0","","TELLUROCRACY","HIGH","90"
"67","OTqqm","1","8.0","2025-03-08T15:19:44.972735+03:00[Europe/Moscow]","42.509963421361995","38","54","","STRATOCRACY","HIGH","27"
"68","QEoAc","6","4.0","2025-03-08T15:19:44.973066+03:00[Europe/Moscow]","17.537998365722597","30","48","","TELLUROCRACY","VERY_HIGH","10"
"69","bbhTu","9","11.0","2025-03-08T15:19:44.973406+03:00[Europe/Moscow]","28.96261592627656","18","82","","TELLUROCRACY","NIGHTMARE","87"
"70","uTDZI","4","15.0","2025-03-08T15:19:44.973744+03:00[Europe/Moscow]","85.3797952544742","80","15","","STRATOCRACY","VERY_HIGH","6"
"71","AnFii","3","13.0","2025-03-08T15:19:44.974095+03:00[Europe/Moscow]","84.2105344222529","81","12","","TELLUROCRACY","HIGH","38"
"72","LMMUv","9","8.0","2025-03-08T15:19:44.974440+03:00[Europe/Moscow]","96.9952562346093","57","77","","TELLUROCRACY","NIGHTMARE","83"
"74","KfDZP","15","14.0","2025-03-08T15:19:44.974952+03:00[Europe/Moscow]","50.94712606345125","31","69","","ARISTOCRACY","HIGH","7"
"75","wfCFu","4","9.0","2025-03-08T15:19:44.975313+03:00[Europe/Moscow]","42.110995520271764","58","52","","TELLUROCRACY","NIGHTMARE","52"
"76","XoNiZ","15","4.0","2025-03-08T15:19:44.975671+03:00[Europe/Moscow]","56.702031675418304","18","40","","ARISTOCRACY","VERY_HIGH","80"
"77","zsVJU","6","0.0","2025-03-08T15:19:44.976038+03:00[Europe/Moscow]","98.92827458646447","60","34","","STRATOCRACY","NIGHTMARE","44"
"78","AepcT","15","13.0","2025-03-08T15:19:44.976392+03:00[Europe/Moscow]","17.137952420489142","36","84","","STRATOCRACY","NIGHTMARE","68"
"79","OGQCd","11","2.0","2025-03-08T15:19:44.976731+03:00[Europe/Moscow]","95.41253940717267","63","64","","STRATOCRACY","VERY_HIGH","55"
"80","spboF","5","9.0","2025-03-08T15:19:44.977097+03:00[Europe/Moscow]","88.02359629618401","3","22","","ARISTOCRACY","NIGHTMARE","69"
"81","PRXyk","2","6.0","2025-03-08T15:19:44.977414+03:00[Europe/Moscow]","29.70929862747418","58","59","","TELLUROCRACY","HIGH","26"
"82","BDyzb","0","13.0","2025-03-08T15:19:44.977738+03:00[Europe/Moscow]","85.34065843855767","30","7","","STRATOCRACY","NIGHTMARE","64"
"83","EjazO","16","8.0","2025-03-08T15:19:44.978064+03:00[Europe/Moscow]","41.70033683131845","58","67","","ARISTOCRACY","HIGH","26"
"85","kdYTh","4","11.0","2025-03-08T15:19:44.978410+03:00[Europe/Moscow]","25.235823534421932","72","27","","TELLUROCRACY","NIGHTMARE","66"
"86","QALYO","8","6.0","2025-03-08T15:19:44.978752+03:00[Europe/Moscow]","54.92557785516233","91","28","","STRATOCRACY","NIGHTMARE","50"
"88","XQghd","0","7.0","2025-03-08T15:19:44.979104+03:00[Europe/Moscow]","52.30677388432964","56","88","","TELLUROCRACY","HIGH","42"
"89","ynyxb","4","10.0","2025-03-08T15:19:44.979442+03:00[Europe/Moscow]","2.801946143669687","69","63","","TELLUROCRACY","VERY_HIGH","80"
"90","Smkss","13","17.0","2025-03-08T15:19:44.979798+03:00[Europe/Moscow]","7.287259954979152","13","42","","TELLUROCRACY","VERY_HIGH","13"
"91","Zddtn","9","5.0","2025-03-08T15:19:44.980132+03:00[Europe/Moscow]","79.25627408487794","9","61","","ARISTOCRACY","HIGH","41"
"92","RBwkE","14","17.0","2025-03-08T15:19:44.980475+03:00[Europe/Moscow]","51.55248420260503","77","50","","TELLUROCRACY","NIGHTMARE","21"
"93","RNHFO","9","7.0","2025-03-08T15:19:44.980823+03:00[Europe/Moscow]","87.03050541799821","21","76","","ARISTOCRACY","HIGH","50"
"94","yOAyY","6","14.0","2025-03-08T15:19:44.981167+03:00[Europe/Moscow]","32.49536825398349","34","74","","STRATOCRACY","HIGH","24"
"95","UPfyu","16","16.0","2025-03-08T15:19:44.981525+03:00[Europe/Moscow]","5.677432177669051","99","28","","ARISTOCRACY","NIGHTMARE","65"
"96","WMwnz","8","2.0","2025-03-08T15:19:44.981890+03:00[Europe/Moscow]","33.96658068948055","25","3","","STRATOCRACY","NIGHTMARE","19"
"97","lWijm","6","8.0","2025-03-08T15:19:44.982253+03:00[Europe/Moscow]","72.03271697161694","56","62","","ARISTOCRACY","HIGH","99"
"98","cSAfc","11","0.0","2025-03-08T15:19:44.982604+03:00[Europe/Moscow]","1.2886062874784554","93","25","","ARISTOCRACY","HIGH","99"
"99","ukven","10","6.0","2025-03-08T15:19:44.982956+03:00[Europe/Moscow]","68.83124319705252","68","4","","ARISTOCRACY","NIGHTMARE","13"
"100","jjJrT","1","0.0","2025-03-08T15:19:44.983308+03:00[Europe/Moscow]","16.892851850631587","30","87","","STRATOCRACY","NIGHTMARE","41"
"101","DfoFI","2","12.0","2025-03-08T15:19:44.983668+03:00[Europe/Moscow]","19.24285993185628","93","35","","TELLUROCRACY","HIGH","23"
"102","dasBp","17","3.0","2025-03-08T15:19:44.984034+03:00[Europe/Moscow]","10.146041375099845","51","94","","TELLUROCRACY","VERY_HIGH","49"
"103","KkPTk","16","0.0","2025-03-08T15:19:44.984390+03:00[Europe/Moscow]","19.575386295826213","6","34","","TELLUROCRACY","VERY_HIGH","24"
"104","BTjTy","3","17.0","2025-03-08T15:19:44.984756+03:00[Europe/Moscow]","19.014303260782416","10","53","","TELLUROCRACY","HIGH","39"
"105","cdhJf","5","14.0","2025-03-08T15:19:44.985131+03:00[Europe/Moscow]","12.412375369087481","94","41","","STRATOCRACY","VERY_HIGH","31"
"106","tWLYZ","13","13.0","2025-03-08T15:19:44.985503+03:00[Europe/Moscow]","52.17017525666166","93","83","","TELLUROCRACY","HIGH","71"
"107","DmSFE","14","15.0","2025-03-08T15:19:44.985881+03:00[Europe/Moscow]","19.347600332821624","72","11","","TELLUROCRACY","NIGHTMARE","17"
"108","jCxRC","12","4.0","2025-03-08T15:19:44.986241+03:00[Europe/Moscow]","27.980016300463618","3","23","","ARISTOCRACY","HIGH","76"
"109","kNKhE","5","8.0","2025-03-08T15:19:44.986566+03:00[Europe/Moscow]","16.247783582659302","42","52","","STRATOCRACY","NIGHTMARE","87"
"110","keBhH","3","6.0","2025-03-08T15:19:44.986886+03:00[Europe/Moscow]","91.51617195999617","79","13","","STRATOCRACY","HIGH","23"
"111","bEZqV","7","3.0","2025-03-08T15:19:44.987203+03:00[Europe/Moscow]","44.61963139868875","64","99","","ARISTOCRACY","HIGH","62"
"112","kYUxe","1","1.0","2025-03-08T15:19:44.987521+03:00[Europe/Moscow]","32.32033554489762","16","33","","STRATOCRACY","HIGH","57"
"113","dcAPb","4","2.0","2025-03-08T15:19:44.987839+03:00[Europe/Moscow]","10.176745946783583","21","61","","STRATOCRACY","VERY_HIGH","19"
"114","IwAal","8","0.0","2025-03-08T15:19:44.988973+03:00[Europe/Moscow]","44.10161340133648","40","74","","STRATOCRACY","HIGH","63"
"115","fUURE","8","16.0","2025-03-08T15:19:44.989290+03:00[Europe/Moscow]","24.09652849895859","51","75","","STRATOCRACY","VERY_HIGH","28"
"116","SvhQR","15","16.0","2025-03-08T15:19:44.989602+03:00[Europe/Moscow]","82.88475847205719","57","75","","ARISTOCRACY","HIGH","61"
"117","bjqRc","16","5.0","2025-03-08T15:19:44.989984+03:00[Europe/Moscow]","93.72671064165561","55","3","","TELLUROCRACY","NIGHTMARE","55"
"118","daGOx","7","17.0","2025-03-08T15:19:44.990290+03:00[Europe/Moscow]","92.33112229887969","15","9","","ARISTOCRACY","HIGH","73"
"119","HPGwH","9","13.0","2025-03-08T15:19:44.990657+03:00[Europe/Moscow]","67.6457015739595","73","1","","TELLUROCRACY","VERY_HIGH","9"
"120","QnqKE","0","4.0","2025-03-08T15:19:44.990961+03:00[Europe/Moscow]","74.03690748993475","25","63","","TELLUROCRACY","HIGH","52"
"121","Snsae","11","1.0","2025-03-08T15:19:44.991264+03:00[Europe/Moscow]","85.0004523275223","42","79","","TELLUROCRACY","VERY_HIGH","14"
"122","AEgPS","2","9.0","2025-03-08T15:19:44.991558+03:00[Europe/Moscow]","86.57027281896869","82","7","","STRATOCRACY","VERY_HIGH","77"
"123","CjGUb","16","15.0","2025-03-08T15:19:44.991856+03:00[Europe/Moscow]","70.9400610402617","14","52","","STRATOCRACY","VERY_HIGH","23"
"124","OacQx","7","3.0","2025-03-08T15:19:44.992162+03:00[Europe/Moscow]","59.840969125938024","38","86","","ARISTOCRACY","NIGHTMARE","55"
"125","iPZzz","17","3.0","2025-03-08T15:19:44.993112+03:00[Europe/Moscow]","58.732924970416356","76","75","","STRATOCRACY","HIGH","29"
"126","mJXha","0","12.0","2025-03-08T15:19:44.993929+03:00[Europe/Moscow]","11.103132260821047","33","37","","ARISTOCRACY","VERY_HIGH","27"
"127","AczQg","12","15.0","2025-03-08T15:19:44.994646+03:00[Europe/Moscow]","4.799670169561621","96","43","","STRATOCRACY","HIGH","38"
"128","sgWxH","5","5.0","2025-03-08T15:19:44.994978+03:00[Europe/Moscow]","45.47393642002472","56","35","","TELLUROCRACY","HIGH","18"
"129","JuMqJ","13","4.0","2025-03-08T15:19:44.995282+03:00[Europe/Moscow]","95.41378779615938","60","76","","TELLUROCRACY","HIGH","11"
"130","BPOjI","6","3.0","2025-03-08T15:19:44.995611+03:00[Europe/Moscow]","17.30782812221092","89","67","","STRATOCRACY","VERY_HIGH","30"
"131","LvHTT","16","16.0","2025-03-08T15:19:44.995901+03:00[Europe/Moscow]","23.216237685318784","65","52","","ARISTOCRACY","VERY_HIGH","77"
"132","FISNK","3","5.0","2025-03-08T15:19:44.996195+03:00[Europe/Moscow]","19.09808630314912","13","5","","TELLUROCRACY","HIGH","4"
"133","OsXUN","1","2.0","2025-03-08T15:19:44.996500+03:00[Europe/Moscow]","37.959982603158835","37","36","","STRATOCRACY","HIGH","70"
"134","goCWA","14","1.0","2025-03-08T15:19:44.996796+03:00[Europe/Moscow]","51.78450396859997","57","39","","ARISTOCRACY","HIGH","22"
"135","oyyOC","17","17.0","2025-03-08T15:19:44.997111+03:00[Europe/Moscow]","49.04485879625733","63","21","","TELLUROCRACY","NIGHTMARE","94"
"136","dwKqe","9","12.0","2025-03-08T15:19:44.997430+03:00[Europe/Moscow]","14.428009376182093","63","18","","ARISTOCRACY","VERY_HIGH","78"
"137","nxoOy","8","0.0","2025-03-08T15:19:44.997756+03:00[Europe/Moscow]","77.42272017542767","1","52","","STRATOCRACY","VERY_HIGH","42"
"138","TcCNo","12","6.0","2025-03-08T15:19:44.998072+03:00[Europe/Moscow]","32.17004429202008","80","98","","ARISTOCRACY","NIGHTMARE","19"
"139","rIBdC","14","8.0","2025-03-08T15:19:44.998389+03:00[Europe/Moscow]","21.347370045005743","90","78","","TELLUROCRACY","NIGHTMARE","26"
"140","bLLqk","17","10.0","2025-03-08T15:19:44.998689+03:00[Europe/Moscow]","19.226621635703168","23","13","","STRATOCRACY","NIGHTMARE","89"
"141","jdJuY","17","0.0","2025-03-08T15:19:44.999003+03:00[Europe/Moscow]","14.2132845737321","62","40","","STRATOCRACY","VERY_HIGH","10"
"142","ydCcj","15","6.0","2025-03-08T15:19:44.999316+03:00[Europe/Moscow]","48.37393550749432","31","93","","STRATOCRACY","HIGH","5"
"143","jpdzq","0","0.0","2025-03-08T15:19:44.999612+03:00[Europe/Moscow]","13.371676272096988","26","26","","ARISTOCRACY","VERY_HIGH","69"
"144","wWJNF","0","1.0","2025-03-08T15:19:44.999928+03:00[Europe/Moscow]","69.9644837574646","33","94","","STRATOCRACY","HIGH","62"
"145","RXLEv","17","3.0","2025-03-08T15:19:45.000254+03:00[Europe/Moscow]","66.33199740007683","75","33","","STRATOCRACY","VERY_HIGH","94"
"146","kqxLE","16","14.0","2025-03-08T15:19:45.000570+03:00[Europe/Moscow]","91.96966040963414","37","98","","STRATOCRACY","HIGH","36"
"147","MirJv","16","15.0","2025-03-08T15:19:45.000889+03:00[Europe/Moscow]","55.15145605179589","59","72","","TELLUROCRACY","HIGH","28"
"148","aAeXo","5","2.0","2025-03-08T15:19:45.001552+03:00[Europe/Moscow]","97.87683885747502","8","49","","STRATOCRACY","NIGHTMARE","34"
"149","kMbpf","3","14.0","2025-03-08T15:19:45.001903+03:00[Europe/Moscow]","21.084741127678562","67","27","","TELLUROCRACY","VERY_HIGH","62"
"150","xYcTg","12","12.0","2025-03-08T15:19:45.002232+03:00[Europe/Moscow]","41.475962689818914","57","33","","STRATOCRACY","HIGH","62"
"151","erSYJ","16","8.0","2025-03-08T15:19:45.002557+03:00[Europe/Moscow]","19.71058825375661","15","16","","STRATOCRACY","HIGH","41"
"152","ovBzI","5","6.0","2025-03-08T15:19:45.002878+03:00[Europe/Moscow]","16.65272190865027","20","60","","ARISTOCRACY","HIGH","23"
"153","kFBlD","5","3.0","2025-03-08T15:19:45.003210+03:00[Europe/Moscow]","51.77140221808869","13","52","","STRATOCRACY","NIGHTMARE","92"
"154","YHueK","0","3.0","2025-03-08T15:19:45.003545+03:00[Europe/Moscow]","56.26240193339556","39","64","","ARISTOCRACY","VERY_HIGH","5"
"155","CWBqx","17","15.0","2025-03-08T15:19:45.003888+03:00[Europe/Moscow]","56.856697891338584","21","4","","ARISTOCRACY","HIGH","78"
"156","SkcMx","9","14.0","2025-03-08T15:19:45.004302+03:00[Europe/Moscow]","66.99053757687633","46","81","","ARISTOCRACY","VERY_HIGH","4"
"157","adCkC","4","0.0","2025-03-08T15:19:45.004662+03:00[Europe/Moscow]","45.83059959000313","38","58","","ARISTOCRACY","HIGH","67"
"158","Hibxs","0","1.0","2025-03-08T15:19:45.005001+03:00[Europe/Moscow]","56.81353495224637","25","18","","ARISTOCRACY","VERY_HIGH","40"
"159","wRhIZ","0","10.0","2025-03-08T15:19:45.005331+03:00[Europe/Moscow]","83.54819594808014","33","19","","ARISTOCRACY","VERY_HIGH","55"
"160","TerlY","0","11.0","2025-03-08T15:19:45.005660+03:00[Europe/Moscow]","58.25444400821258","76","51","","STRATOCRACY","NIGHTMARE","18"
"161","KdFSW","9","5.0","2025-03-08T15:19:45.005983+03:00[Europe/Moscow]","15.925118021006979","60","26","","STRATOCRACY","NIGHTMARE","2"
"162","EatfY","9","10.0","2025-03-08T15:19:45.006337+03:00[Europe/Moscow]","94.08611779513082","87","54","","STRATOCRACY","HIGH","72"
"163","SpjfW","1","4.0","2025-03-08T15:19:45.006683+03:00[Europe/Moscow]","64.81915844403603","1","74","","STRATOCRACY","VERY_HIGH","34"
"164","fnwwx","9","6.0","2025-03-08T15:19:45.007033+03:00[Europe/Moscow]","72.46597434880884","57","67","","STRATOCRACY","HIGH","61"
"165","aKGuc","12","4.0","2025-03-08T15:19:45.007359+03:00[Europe/Moscow]","90.45235765755372","3","45","","STRATOCRACY","NIGHTMARE","33"
"167","MxQAI","13","2.0","2025-03-08T15:19:45.007696+03:00[Europe/Moscow]","44.24646488201981","63","12","","ARISTOCRACY","HIGH","78"
"168","fzbWm","6","13.0","2025-03-08T15:19:45.008024+03:00[Europe/Moscow]","20.865205962116573","22","34","","STRATOCRACY","HIGH","12"
"169","aJcPc","14","14.0","2025-03-08T15:19:45.008357+03:00[Europe/Moscow]","4.9642289001812","30","21","","ARISTOCRACY","NIGHTMARE","99"
"170","SFovK","2","9.0","2025-03-08T15:19:45.008695+03:00[Europe/Moscow]","21.65303412044779","51","4","","ARISTOCRACY","HIGH","12"
"171","ZCduV","4","3.0","2025-03-08T15:19:45.009071+03:00[Europe/Moscow]","7.9435316497022175","90","54","","ARISTOCRACY","NIGHTMARE","94"
"172","zvCHj","6","7.0","2025-03-08T15:19:45.009448+03:00[Europe/Moscow]","68.27590539967726","30","68","","TELLUROCRACY","HIGH","8"
"173","WGlcj","5","13.0","2025-03-08T15:19:45.009825+03:00[Europe/Moscow]","40.980835876760956","80","14","","STRATOCRACY","NIGHTMARE","21"
"174","bAdRp","12","3.0","2025-03-08T15:19:45.010199+03:00[Europe/Moscow]","67.42648400220529","59","43","","STRATOCRACY","HIGH","61"
"175","xsLWr","14","13.0","2025-03-08T15:19:45.010577+03:00[Europe/Moscow]","91.06504636150383","17","24","","STRATOCRACY","HIGH","84"
"176","OjuRc","7","9.0","2025-03-08T15:19:45.010964+03:00[Europe/Moscow]","65.5090015583776","15","22","","ARISTOCRACY","VERY_HIGH","63"
"177","LzUlr","4","6.0","2025-03-08T15:19:45.011341+03:00[Europe/Moscow]","83.68233530247342","20","8","","STRATOCRACY","VERY_HIGH","49"
"178","FAnzi","8","1.0","2025-03-08T15:19:45.011721+03:00[Europe/Moscow]","16.99515064998257","1","51","","ARISTOCRACY","HIGH","96"
"179","YBbjE","7","5.0","2025-03-08T15:19:45.012097+03:00[Europe/Moscow]","60.80704989210367","43","47","","ARISTOCRACY","HIGH","77"
"180","adKfM","14","17.0","2025-03-08T15:19:45.012461+03:00[Europe/Moscow]","55.03875175051971","16","55","","STRATOCRACY","NIGHTMARE","95"
"181","gYOzX","17","16.0","2025-03-08T15:19:45.012706+03:00[Europe/Moscow]","94.9633504471506","29","62","","STRATOCRACY","VERY_HIGH","21"
"182","RosIQ","2","3.0","2025-03-08T15:19:45.012962+03:00[Europe/Moscow]","73.69673672786254","54","10","","ARISTOCRACY","HIGH","75"
"183","ErXtR","2","5.0","2025-03-08T15:19:45.013210+03:00[Europe/Moscow]","34.88675941951504","78","22","","TELLUROCRACY","NIGHTMARE","24"
"184","ETJAn","4","10.0","2025-03-08T15:19:45.013454+03:00[Europe/Moscow]","40.186000058253626","51","64","","TELLUROCRACY","VERY_HIGH","21"
